age,citizenship,event_location_district,event_location_region,gender,took_part_in_the_hostilities,place_of_residence_district,type_of_injury,ammunition,killed_by,event_year,event_month
31.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2014,7
50.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
5.0,Palestinian,Khan Yunis,Gaza Strip,F,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
41.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
23.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
25.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
11.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,shell,Israeli security forces,2014,7
26.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2014,7
12.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2014,7
22.0,Palestinian,Khan Yunis,Gaza Strip,F,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2014,7
45.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2014,7
21.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
26.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
3.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
6.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,shell,Israeli security forces,2014,7
24.0,Palestinian,Khan Yunis,Gaza Strip,F,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2014,7
65.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
78.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2014,7
17.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2014,7
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2014,7
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2014,7
26.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2014,7
